tag,game,characters
Yikes,melee,""""""
bass,melee,"{""melee/samus"": 167}"
Squazzil,melee,"{""melee/marth"": 24, ""melee/sheik"": 1}"
kale$,melee,""""""
M1,melee,"{""melee/fox"": 4, ""melee/falco"": 1}"
i still love you,melee,"{""melee/jigglypuff"": 275, ""melee/falco"": 6, ""melee/marth"": 42}"
StoneWill,melee,"{""melee/fox"": 83, ""melee/marth"": 8, ""melee/falco"": 17}"
Gato,melee,""""""
Furon,melee,""""""
Yumbledore,melee,""""""
GayBoi,melee,"{""melee/captainfalcon"": 23, ""melee/falco"": 3}"
C-bass,melee,"{""melee/luigi"": 99}"
FP,melee,""""""
GeeLaFlee,melee,""""""
Jank,melee,"{""melee/jigglypuff"": 637, ""melee/falco"": 5, ""melee/kirby"": 5, ""melee/sheik"": 2}"
Splish,melee,""""""
Douglas.J.Gov,melee,"{""melee/captainfalcon"": 916, ""melee/luigi"": 1, ""melee/iceclimbers"": 3, ""melee/sheik"": 1, ""melee/marth"": 1, ""melee/roy"": 2, ""melee/fox"": 1}"
Horde,melee,"{""melee/fox"": 18, ""melee/falco"": 17, ""melee/marth"": 11, ""melee/sheik"": 2}"
SeanBones,melee,""""""
Davemon,melee,"{""melee/captainfalcon"": 9}"
Crescent,melee,""""""
Miqi,melee,""""""
bigrichardrick,melee,""""""
CMAC,melee,"{""melee/captainfalcon"": 49, ""melee/mrgameandwatch"": 1}"
Mr.Beat,melee,""""""
Leg,melee,""""""
uno,melee,""""""
bunitbill,melee,"{""melee/younglink"": 2}"
NOLOAF,melee,""""""
Christopher Rodriguez,melee,"{""melee/bowser"": 12, ""melee/peach"": 25, ""melee/ness"": 2}"
DudeMatt,melee,""""""
IHOP Dan,melee,"{""melee/falco"": 26, ""melee/captainfalcon"": 2, ""melee/marth"": 17, ""melee/fox"": 22}"
dkuo,melee,"{""melee/falco"": 34}"
BZimm,melee,"{""melee/yoshi"": 576, ""melee/sheik"": 2, ""melee/luigi"": 3}"
Ruiji,melee,""""""
Boot,melee,""""""
Genghis Connor,melee,"{""melee/sheik"": 104, ""melee/luigi"": 27, ""melee/iceclimbers"": 212, ""melee/drmario"": 9, ""melee/mrgameandwatch"": 3, ""melee/younglink"": 1, ""melee/ganondorf"": 1, ""melee/link"": 10, ""melee/peach"": 3, ""melee/falco"": 15, ""melee/samus"": 2, ""melee/zelda"": 1, ""melee/mario"": 22, ""melee/pikachu"": 8, ""melee/marth"": 2}"
Hananim,melee,""""""
PeePeeMan24,melee,""""""
ChillyCity,melee,""""""
egglord,melee,""""""
Rob$,melee,"{""melee/samus"": 224, ""melee/fox"": 40, ""melee/younglink"": 6, ""melee/sheik"": 1}"
SaiiyanNineTails,melee,""""""
TehPinkEmoBunni,melee,"{""melee/peach"": 144, ""melee/fox"": 1}"
The Rooster,melee,""""""
Allegro,melee,""""""
Kaden,melee,""""""
Kounotori,melee,"{""melee/fox"": 31, ""melee/falco"": 1}"
Stock,melee,""""""
Honey,melee,""""""
Lusty,melee,""""""
ZuPlum,melee,""""""
Yorgo,melee,""""""
codeman,melee,"{""melee/pichu"": 184, ""melee/fox"": 36, ""melee/marth"": 12}"
Johnthundr,melee,""""""
Kobra,melee,""""""
JMOD,melee,""""""
Chinchilla,melee,""""""
yadox,melee,""""""
Space Boy,melee,"{""melee/fox"": 12, ""melee/donkeykong"": 2}"
Answer,melee,"{""melee/falco"": 141, ""melee/mario"": 5, ""melee/fox"": 2, ""melee/roy"": 1}"
rotisseriedeluxe,melee,""""""
Agent Kay,melee,""""""
File,melee,"{""melee/fox"": 8}"
Lucky_McCloud,melee,""""""
Darling,melee,"{""melee/iceclimbers"": 87, ""melee/peach"": 4, ""melee/fox"": 8, ""melee/marth"": 2, ""melee/falco"": 1}"
lynxwynx,melee,"{""melee/marth"": 407, ""melee/falco"": 1, ""melee/captainfalcon"": 2, ""melee/fox"": 2, ""melee/zelda"": 1}"
Normality,melee,"{""melee/fox"": 41, ""melee/falco"": 2}"
Shuckle,melee,""""""
DOTjpg,melee,""""""
KONDE,melee,""""""
Daddy Icey,melee,"{""melee/iceclimbers"": 36}"
240p,melee,"{""melee/captainfalcon"": 86}"
Abysmal,melee,""""""
Snacks!,melee,"{""melee/fox"": 36}"
Synergy,melee,""""""
Asian Pablo,melee,""""""
Cruelscotty,melee,"{""melee/luigi"": 83, ""melee/sheik"": 5, ""melee/falco"": 68, ""melee/mrgameandwatch"": 1, ""melee/marth"": 2, ""melee/roy"": 3}"
FLAT,melee,""""""
Burstdragon1,melee,""""""
Bluuest,melee,""""""
Clubs,melee,"{""melee/marth"": 6}"
jefe,melee,""""""
j,melee,""""""
Berzerk,melee,""""""
Eggs,melee,""""""
fisheye,melee,"{""melee/captainfalcon"": 30}"
Maybe,melee,"{""melee/mrgameandwatch"": 3, ""melee/iceclimbers"": 111, ""melee/peach"": 5, ""melee/sheik"": 2, ""melee/luigi"": 1}"
STK,melee,""""""
small dog,melee,"{""melee/falco"": 73, ""melee/fox"": 1}"
KoopaKev,melee,"{""melee/fox"": 609, ""melee/falco"": 64, ""melee/marth"": 19, ""melee/captainfalcon"": 10}"
Kooper,melee,""""""
Zomsoth,melee,""""""
Acid,melee,"{""melee/link"": 96, ""melee/sheik"": 1465, ""melee/ganondorf"": 35, ""melee/fox"": 87, ""melee/falco"": 9, ""melee/pikachu"": 4, ""melee/random"": 21, ""melee/peach"": 30, ""melee/drmario"": 8, ""melee/bowser"": 1, ""melee/mewtwo"": 1, ""melee/yoshi"": 1, ""melee/captainfalcon"": 1, ""melee/marth"": 1}"
The Brig,melee,"{""melee/captainfalcon"": 62}"
storm,melee,"{""melee/falco"": 9, ""melee/captainfalcon"": 10}"
Grigliamos,melee,""""""
snek,melee,"{""melee/samus"": 33}"
JohnnyNutRock,melee,"{""melee/captainfalcon"": 6}"
Larfen,melee,"{""melee/sheik"": 401, ""melee/peach"": 17, ""melee/marth"": 4}"
pZero39,melee,""""""
Jeo,melee,"{""melee/fox"": 137}"
Treeaye,melee,"{""melee/iceclimbers"": 316, ""melee/sheik"": 2, ""melee/fox"": 2}"
CH0K0 NACH0,melee,""""""
BenAm,melee,""""""
Allen,melee,""""""
Wes,melee,"{""melee/samus"": 416, ""melee/jigglypuff"": 1, ""melee/marth"": 5, ""melee/sheik"": 7, ""melee/link"": 1}"
Dev,melee,"{""melee/yoshi"": 120}"
Mijo!,melee,"{""melee/fox"": 22, ""melee/peach"": 13, ""melee/falco"": 13}"
realalexhahn,melee,""""""
Pierce,melee,""""""
Big T,melee,""""""
kevOCB,melee,"{""melee/falco"": 17, ""melee/fox"": 1, ""melee/marth"": 2}"
Wesley Crow,melee,""""""
Jorge,melee,"{""melee/sheik"": 82, ""melee/fox"": 7}"
BOOST!,melee,"{""melee/captainfalcon"": 246}"
NY Joey,melee,"{""melee/falco"": 81}"
Umbreon,melee,""""""
Lax,melee,"{""melee/falco"": 16, ""melee/fox"": 23}"
Dani,melee,"{""melee/marth"": 8, ""melee/fox"": 70}"
Concussed,melee,"{""melee/jigglypuff"": 679, ""melee/marth"": 20, ""melee/falco"": 14, ""melee/fox"": 41, ""melee/peach"": 5, ""melee/sheik"": 9, ""melee/random"": 2, ""melee/ganondorf"": 1, ""melee/mario"": 6, ""melee/mrgameandwatch"": 2, ""melee/roy"": 1, ""melee/donkeykong"": 1, ""melee/captainfalcon"": 1}"
Walrus,melee,""""""
Jwilli,melee,"{""melee/falco"": 17, ""melee/marth"": 3}"
Sapoc,melee,"{""melee/fox"": 1, ""melee/marth"": 5, ""melee/falco"": 1, ""melee/mrgameandwatch"": 3}"
OoOoKillem,melee,""""""
Pickle Stein,melee,""""""
Zad,melee,""""""
TimidToaster,melee,""""""
Frostbyte,melee,"{""melee/iceclimbers"": 10}"
Zane,melee,""""""
Mcore,melee,"{""melee/samus"": 4}"
Rhan,melee,"{""melee/samus"": 7, ""melee/younglink"": 2}"
Beaver,melee,"{""melee/samus"": 12, ""melee/mrgameandwatch"": 8}"
Frogg,melee,""""""
Dairgenerate,melee,""""""
Premarital,melee,""""""
Taki,melee,"{""melee/captainfalcon"": 17, ""melee/fox"": 17, ""melee/marth"": 5}"
Weiwal,melee,""""""
Van,melee,"{""melee/sheik"": 4}"
nobacon,melee,""""""
SAUCE,melee,""""""
Terminal,melee,"{""melee/marth"": 145, ""melee/fox"": 1, ""melee/captainfalcon"": 3}"
Dio's Cousin,melee,""""""
h0rsebladder,melee,"{""melee/falco"": 11, ""melee/bowser"": 2, ""melee/fox"": 13}"
Safe,melee,"{""melee/fox"": 8, ""melee/sheik"": 4}"
Eedy,melee,""""""
NiceGuy,melee,""""""
Ian,melee,"{""melee/falco"": 12}"
BigWenz,melee,""""""
JIAH,melee,""""""
DukDota,melee,"{""melee/fox"": 50}"
Slim Bankshot,melee,"{""melee/luigi"": 9, ""melee/captainfalcon"": 2}"
NBoss,melee,""""""
Boga,melee,""""""
Sap,melee,"{""melee/luigi"": 2, ""melee/sheik"": 2}"
fortissimis,melee,""""""
kingkiller,melee,"{""melee/marth"": 2}"
punk,melee,""""""
lizzy,melee,"{""melee/marth"": 9}"
Limecat,melee,"{""melee/jigglypuff"": 6}"
Rose,melee,"{""melee/peach"": 5, ""melee/sheik"": 2}"
Grim Adventures,melee,"{""melee/zelda"": 14, ""melee/fox"": 19}"
NyxTheShield,melee,"{""melee/captainfalcon"": 30, ""melee/falco"": 17, ""melee/iceclimbers"": 3, ""melee/mrgameandwatch"": 8, ""melee/ness"": 3, ""melee/jigglypuff"": 9, ""melee/drmario"": 12, ""melee/ganondorf"": 11, ""melee/fox"": 5, ""melee/roy"": 1, ""melee/luigi"": 3}"
Betafish,melee,""""""
Reeve,melee,"{""melee/marth"": 861, ""melee/fox"": 5}"
GrenadirX,melee,""""""
PastaPal,melee,""""""
Niceness,melee,""""""
Diocletian,melee,""""""
Chuck Storm,melee,""""""
D.J.R.,melee,""""""
ShoShin,melee,""""""
Flashburn 117,melee,""""""
Vodka,melee,""""""
Firmly Grasp Me,melee,"{""melee/fox"": 6}"
GroovyLasagna,melee,""""""
Saif,melee,""""""
Cigtar,melee,"{""melee/fox"": 29, ""melee/link"": 4, ""melee/mewtwo"": 4, ""melee/sheik"": 5, ""melee/falco"": 6, ""melee/donkeykong"": 229}"
Gtone,melee,""""""
Mister,melee,""""""
cheerios.,melee,""""""
FULLA,melee,""""""
Omen,melee,""""""
Beans,melee,""""""
problem children,melee,"{""melee/luigi"": 1, ""melee/fox"": 1, ""melee/sheik"": 1, ""melee/marth"": 1}"
2FB,melee,"{""melee/fox"": 12, ""melee/marth"": 13, ""melee/falco"": 2, ""melee/jigglypuff"": 14}"
T. Richard,melee,""""""
Regi,melee,"{""melee/fox"": 145, ""melee/marth"": 33, ""melee/falco"": 4, ""melee/jigglypuff"": 13, ""melee/captainfalcon"": 12, ""melee/sheik"": 19}"
Gambit,melee,"{""melee/fox"": 35}"
LanTurN,melee,"{""melee/sheik"": 1044}"
Skipper,melee,""""""
GodTouch,melee,"{""melee/fox"": 25}"
BackwardsGod,melee,"{""melee/fox"": 113, ""melee/mrgameandwatch"": 1, ""melee/falco"": 23, ""melee/random"": 8, ""melee/sheik"": 1, ""melee/captainfalcon"": 12, ""melee/jigglypuff"": 2, ""melee/marth"": 3}"
Fabreeze,melee,"{""melee/drmario"": 8}"
ScaryGhst,melee,""""""
Artu,melee,""""""
Kenji,melee,""""""
Beltbuckle,melee,""""""
Snax,melee,""""""
Viz,melee,""""""
MegaJazz,melee,""""""
roki,melee,""""""
Parcour_Robfox,melee,""""""
Pink Guy,melee,""""""
RockCrock,melee,""""""
n3zModGod,melee,"{""melee/yoshi"": 243}"
Zug,melee,""""""
Vino,melee,"{""melee/marth"": 16, ""melee/fox"": 1}"
Berger,melee,"{""melee/sheik"": 607, ""melee/marth"": 5, ""melee/falco"": 4, ""melee/peach"": 11, ""melee/mario"": 11, ""melee/random"": 9, ""melee/iceclimbers"": 4, ""melee/captainfalcon"": 4, ""melee/fox"": 49, ""melee/link"": 1, ""melee/younglink"": 2, ""melee/mewtwo"": 1, ""melee/pichu"": 5, ""melee/kirby"": 4, ""melee/bowser"": 1, ""melee/samus"": 1, ""melee/zelda"": 1}"
Osmics,melee,""""""
theMerman,melee,""""""
Linyoa,melee,""""""
Bane,melee,""""""
EastCoastKevin,melee,""""""
Disciple,melee,""""""
DIO,melee,"{""melee/fox"": 12, ""melee/zelda"": 9, ""melee/iceclimbers"": 11}"
8va,melee,"{""melee/luigi"": 583}"
[slamwich],melee,""""""
Mari,melee,"{""melee/falco"": 68, ""melee/sheik"": 28, ""melee/fox"": 12, ""melee/marth"": 2, ""melee/link"": 1}"
Shiffy,melee,""""""
Bigcoyotes,melee,"{""melee/jigglypuff"": 39, ""melee/sheik"": 3}"
GranmasGotGame,melee,"{""melee/yoshi"": 27}"
DargonKong,melee,""""""
Switchin,melee,""""""
Cyrain,melee,""""""
Sneker,melee,"{""melee/fox"": 62, ""melee/falco"": 1}"
On Der Eh,melee,""""""
oookay_brandon,melee,""""""
Wetwater,melee,"{""melee/sheik"": 15}"
Leviathan,melee,""""""
Jennifer,melee,""""""
adct,melee,""""""
Drag,melee,""""""
Amity,melee,"{""melee/pikachu"": 89, ""melee/fox"": 297, ""melee/samus"": 3, ""melee/yoshi"": 188, ""melee/peach"": 4, ""melee/sheik"": 42, ""melee/falco"": 8, ""melee/captainfalcon"": 20, ""melee/marth"": 20, ""melee/iceclimbers"": 3, ""melee/random"": 3}"
hexjo,melee,"{""melee/fox"": 342, ""melee/mrgameandwatch"": 1, ""melee/random"": 16, ""melee/ganondorf"": 1}"
Sloth,melee,""""""
DarkLava,melee,""""""
Anakin,melee,"{""melee/marth"": 281, ""melee/fox"": 3}"
Rubica,melee,"{""melee/fox"": 27, ""melee/pikachu"": 1, ""melee/falco"": 26}"
Captain G,melee,"{""melee/captainfalcon"": 1245, ""melee/marth"": 1}"
Literal Bacon,melee,""""""
D-Smash,melee,""""""
Toucan,melee,""""""
Serenity,melee,""""""
yopp,melee,""""""
mage,melee,"{""melee/sheik"": 14, ""melee/fox"": 5, ""melee/jigglypuff"": 1, ""melee/falco"": 4}"
Kevin,melee,"{""melee/sheik"": 43}"
Karen,melee,"{""melee/fox"": 4, ""melee/marth"": 91, ""melee/captainfalcon"": 1}"
DoubleC,melee,"{""melee/marth"": 1, ""melee/sheik"": 7}"
50%C,melee,""""""
Aleph,melee,""""""
WiLD,melee,"{""melee/fox"": 64}"
bottomfragger,melee,"{""melee/yoshi"": 40}"
Limerence,melee,"{""melee/fox"": 42, ""melee/falco"": 1}"
jtetter,melee,"{""melee/falco"": 77, ""melee/marth"": 2, ""melee/jigglypuff"": 1, ""melee/younglink"": 1, ""melee/fox"": 1}"
Babbaloo,melee,""""""
Cava,melee,"{""melee/luigi"": 60}"
Espada,melee,""""""
StopN'Swop,melee,"{""melee/falco"": 13}"
Birdo,melee,"{""melee/falco"": 12}"
Quote,melee,"{""melee/jigglypuff"": 79, ""melee/fox"": 1, ""melee/marth"": 1, ""melee/ganondorf"": 7}"
BriBri,melee,"{""melee/ganondorf"": 23}"
Lemon Water,melee,"{""melee/captainfalcon"": 23}"
Shmeeli,melee,"{""melee/falco"": 782, ""melee/fox"": 17}"
Roulette,melee,""""""
CStick,melee,""""""
Digital,melee,"{""melee/fox"": 31, ""melee/peach"": 2}"
Uncle mojo,melee,"{""melee/fox"": 21}"
JeT,melee,""""""
Kevin Maples,melee,"{""melee/fox"": 256, ""melee/marth"": 18, ""melee/captainfalcon"": 3, ""melee/falco"": 3, ""melee/peach"": 2, ""melee/sheik"": 6, ""melee/jigglypuff"": 2}"
AV Ultima,melee,""""""
jaaj,melee,"{""melee/captainfalcon"": 12}"
Iceberg,melee,""""""
Steak,melee,"{""melee/drmario"": 6, ""melee/ganondorf"": 1}"
Seamus,melee,"{""melee/drmario"": 4, ""melee/fox"": 4, ""melee/sheik"": 7, ""melee/younglink"": 1, ""melee/yoshi"": 1}"
Dhoho,melee,""""""
Blue Lantern,melee,"{""melee/zelda"": 3, ""melee/marth"": 3, ""melee/falco"": 4, ""melee/sheik"": 2, ""melee/fox"": 3}"
tinioril,melee,""""""
Kitcatski,melee,"{""melee/marth"": 88}"
fluff,melee,"{""melee/falco"": 6, ""melee/fox"": 65, ""melee/captainfalcon"": 8}"
Brunchless_One,melee,""""""
Chrispy,melee,""""""
Telemonic,melee,"{""melee/fox"": 11, ""melee/marth"": 15, ""melee/younglink"": 12}"
Plairnkk,melee,""""""
Cruelty,melee,"{""melee/falco"": 4}"
NACHOMAN,melee,""""""
Neurosonic,melee,"{""melee/samus"": 17}"
HotSauce,melee,""""""
elephant,melee,"{""melee/ganondorf"": 14, ""melee/fox"": 2}"
Sush1,melee,""""""
Wander-19,melee,"{""melee/falco"": 212, ""melee/samus"": 3, ""melee/fox"": 15, ""melee/marth"": 18}"
BB,melee,""""""
Full Mast,melee,"{""melee/luigi"": 9}"
Workshop,melee,""""""
Stavino,melee,"{""melee/drmario"": 409, ""melee/falco"": 2, ""melee/link"": 7}"
Guerrilla,melee,""""""
donutgames43,melee,"{""melee/iceclimbers"": 19}"
maroon,melee,""""""
K-Phat,melee,""""""
Captain Black,melee,""""""
Shivers,melee,"{""melee/yoshi"": 13}"
Timebones,melee,"{""melee/marth"": 68}"
Fats,melee,"{""melee/ganondorf"": 18}"
Hydrodynamic,melee,""""""
Sheep,melee,"{""melee/fox"": 80}"
Dry Bonez,melee,""""""
Louise,melee,"{""melee/falco"": 28, ""melee/jigglypuff"": 3, ""melee/fox"": 2}"
Xorn,melee,""""""
emilywaves,melee,""""""
Popo,melee,""""""
Sir_shido,melee,""""""
bearRimshot,melee,""""""
New York Siddy,melee,""""""
Gibbles,melee,"{""melee/sheik"": 20, ""melee/fox"": 5}"
Bohn Ur,melee,""""""
Jebailey,melee,""""""
Sass-chan,melee,""""""
Pawl,melee,""""""
Dulbasaur,melee,"{""melee/falco"": 35, ""melee/fox"": 23}"
Qua,melee,""""""
Zato Wes,melee,""""""
Flow,melee,""""""
Mimic,melee,"{""melee/marth"": 10}"
BasedFox,melee,"{""melee/fox"": 176}"
Yeeman,melee,"{""melee/fox"": 64, ""melee/luigi"": 1, ""melee/samus"": 2}"
Eddieinfamy,melee,""""""
PlayerLXIV,melee,""""""
Shia Kazing!,melee,""""""
Fire Lord Mentaculus,melee,""""""
Kevbot,melee,"{""melee/peach"": 5, ""melee/fox"": 221}"
Scorpion,melee,"{""melee/falco"": 59, ""melee/fox"": 2}"
J666,melee,"{""melee/link"": 24}"
Ammo,melee,""""""
Safari_Mike,melee,""""""
juhgod,melee,"{""melee/fox"": 16}"
Dad Cap God,melee,""""""
MettaMatt,melee,""""""
HomingBeacon,melee,""""""
Mikkuz,melee,"{""melee/fox"": 29}"
Astrus,melee,""""""
Lime,melee,""""""
ginj,melee,""""""
PeanutSC,melee,""""""
Marusu,melee,""""""
Floppy,melee,""""""
MamaBenji,melee,""""""
TheGrifballer,melee,""""""
Razzira,melee,""""""
YanYan,melee,""""""
ExcessValor,melee,"{""melee/fox"": 29}"
Jpeezy,melee,""""""
Xubert,melee,""""""
Imyt,melee,"{""melee/drmario"": 19, ""melee/sheik"": 3, ""melee/falco"": 1}"
Gianni,melee,"{""melee/samus"": 27}"
Drunkle Whiz,melee,"{""melee/marth"": 88, ""melee/peach"": 2}"
fatjon,melee,""""""
pog0,melee,""""""
AgentDenial,melee,""""""
Modern Display,melee,""""""
Edge,melee,""""""
inkchous,melee,""""""
OTTO,melee,"{""melee/ganondorf"": 165, ""melee/bowser"": 2}"
PhillyPhil,melee,""""""
Chicky,melee,""""""
ASW|Minoru Kidooka,melee,""""""
Snifflypluto,melee,""""""
POG Epic Gamer,melee,"{""melee/sheik"": 365, ""melee/marth"": 21, ""melee/jigglypuff"": 38, ""melee/fox"": 12, ""melee/peach"": 4, ""melee/pikachu"": 1, ""melee/falco"": 3, ""melee/drmario"": 3}"
Kurbii,melee,"{""melee/peach"": 7, ""melee/jigglypuff"": 2, ""melee/donkeykong"": 1, ""melee/mario"": 1, ""melee/fox"": 1}"
Tavo,melee,""""""
Spots,melee,"{""melee/fox"": 17, ""melee/iceclimbers"": 98, ""melee/marth"": 4, ""melee/falco"": 2, ""melee/ness"": 1, ""melee/sheik"": 198, ""melee/bowser"": 1}"
smelly cat,melee,""""""
Draconis,melee,""""""
Coin Chaser,melee,""""""
Chad Thundercock,melee,""""""
The Dark White,melee,""""""
Jedi,melee,""""""
Zekros,melee,""""""
130Mar,melee,"{""melee/fox"": 4, ""melee/falco"": 3}"
Venti,melee,""""""
MobDaBob,melee,""""""
Lego,melee,"{""melee/sheik"": 17, ""melee/marth"": 58}"
Dork,melee,""""""
2Hours,melee,""""""
RaxCity,melee,""""""
DankBot,melee,"{""melee/falco"": 13}"
max_187,melee,""""""
Redox,melee,""""""
PatCombo,melee,""""""
941,melee,""""""
TheTrueWarrior,melee,""""""
thedanker,melee,"{""melee/fox"": 6, ""melee/falco"": 23, ""melee/sheik"": 4}"
SaltyChris,melee,""""""
Billy,melee,""""""
Twin_A,melee,"{""melee/sheik"": 9}"
Insouciant,melee,""""""
Doctor Hu,melee,""""""
Tank,melee,"{""melee/fox"": 98}"
JWick,melee,"{""melee/marth"": 232, ""melee/fox"": 12, ""melee/captainfalcon"": 2, ""melee/sheik"": 9}"
YCG,melee,"{""melee/falco"": 8}"
BlackMagic754,melee,""""""
Saladin,melee,""""""
Dillards,melee,""""""
JAS,melee,""""""
Chango,melee,"{""melee/jigglypuff"": 285, ""melee/captainfalcon"": 15}"
Snows,melee,"{""melee/ganondorf"": 8}"
Little,melee,"{""melee/jigglypuff"": 41}"
Roguay,melee,"{""melee/fox"": 27, ""melee/peach"": 2}"
ScarJo,melee,""""""
Gears,melee,""""""
Bibliomaniac,melee,""""""
Vash,melee,""""""
prof,melee,"{""melee/sheik"": 451, ""melee/mewtwo"": 2, ""melee/marth"": 346}"
Dr. Phantasma,melee,""""""
Elliott,melee,"{""melee/fox"": 7}"
Munchy,melee,""""""
BLEST,melee,"{""melee/falco"": 3, ""melee/marth"": 1}"
Roro,melee,""""""
Mexipino,melee,""""""
ARTECNAT,melee,""""""
emmkim,melee,""""""
Jonathan Tene,melee,""""""
Tato,melee,"{""melee/falco"": 118}"
Mad Matt,melee,"{""melee/falco"": 125}"
P0litude,melee,""""""
OkamiBW,melee,""""""
Azure,melee,""""""
PainTrain,melee,""""""
Gavin1011,melee,""""""
CorbennRDM,melee,""""""
ASK,melee,"{""melee/sheik"": 16, ""melee/jigglypuff"": 3}"
Exelight,melee,""""""
TheSpiritKing,melee,""""""
Jett,melee,""""""
DendyPretendy,melee,"{""melee/fox"": 5, ""melee/falco"": 11, ""melee/jigglypuff"": 35}"
dwax,melee,"{""melee/captainfalcon"": 2}"
DGodoy05,melee,""""""
Weston,melee,"{""melee/falco"": 4}"
Signia2,melee,""""""
PYTH_323,melee,""""""
Drew,melee,""""""
DJ Ronald,melee,""""""
ThtGirl,melee,"{""melee/ganondorf"": 16}"
Fidel,melee,"{""melee/fox"": 45, ""melee/falco"": 19, ""melee/marth"": 8}"
EnanoGee,melee,"{""melee/falco"": 17}"
Tamura Atsushi,melee,""""""
moose,melee,""""""
POWER,melee,"{""melee/falco"": 11, ""melee/fox"": 13, ""melee/sheik"": 9, ""melee/link"": 1}"
Dedge,melee,"{""melee/fox"": 37}"
Kumschaut,melee,"{""melee/sheik"": 59}"
clownyoter,melee,""""""
Coconut Daniel,melee,"{""melee/fox"": 25, ""melee/falco"": 2, ""melee/marth"": 1}"
BlazinJace,melee,"{""melee/falco"": 57}"
Lwke,melee,"{""melee/captainfalcon"": 19, ""melee/fox"": 1}"
Kepesh,melee,""""""
Luka,melee,""""""
Rovl,melee,""""""
Vatney,melee,"{""melee/peach"": 57}"
Major,melee,""""""
Breakfast Girl,melee,""""""
DankCorgi,melee,""""""
SHIRASE5002,melee,""""""
Xamz,melee,""""""
Qu,melee,""""""
Kelso,melee,""""""
Darkneo754,melee,""""""
wasian,melee,""""""
Voyager,melee,""""""
Tallanky,melee,""""""
Jerami,melee,"{""melee/jigglypuff"": 177, ""melee/marth"": 5, ""melee/fox"": 25, ""melee/falco"": 6, ""melee/captainfalcon"": 5}"
Drewx2,melee,""""""
BeegYoshi,melee,"{""melee/yoshi"": 197}"
Jeebz,melee,""""""
adadglgmut,melee,""""""
Omigo,melee,""""""
Grim Shady,melee,""""""
RedJar,melee,""""""
Violence,melee,"{""melee/samus"": 49}"
Fat American,melee,""""""
Bstick,melee,""""""
Chu12ch,melee,"{""melee/yoshi"": 6, ""melee/sheik"": 21, ""melee/iceclimbers"": 6}"
Foonz,melee,"{""melee/falco"": 71, ""melee/sheik"": 36, ""melee/fox"": 1, ""melee/marth"": 14}"
Blackstar,melee,""""""
Hookbill,melee,""""""
adPEXtwinDoNG,melee,"{""melee/fox"": 20}"
Bcast,melee,"{""melee/ganondorf"": 13}"
frozenspade,melee,""""""
TopRamen,melee,""""""
PSIguy,melee,"{""melee/marth"": 4}"
Faulter,melee,"{""melee/falco"": 17, ""melee/drmario"": 5}"
Eski,melee,""""""
Grab Rangoon,melee,"{""melee/marth"": 35, ""melee/falco"": 2}"
GuessMonster,melee,""""""
Deadbolt,melee,""""""
GEOSTIGMA,melee,"{""melee/peach"": 2}"
Soupenomics,melee,""""""
DHeck,melee,"{""melee/falco"": 5, ""melee/fox"": 23}"
Pachi,melee,""""""
ff3,melee,""""""
Goya Beans X,melee,"{""melee/peach"": 12}"
gaR,melee,"{""melee/sheik"": 161, ""melee/falco"": 1, ""melee/fox"": 1}"
:),melee,""""""
Trad,melee,"{""melee/fox"": 6, ""melee/falco"": 8}"
Ichibanana,melee,""""""
Slump,melee,"{""melee/falco"": 50, ""melee/fox"": 1, ""melee/drmario"": 1, ""melee/bowser"": 1}"
